Date,NDX_actual,NDX_fair_PVM,NDX_mispricing,NDX_mispricing_pct,P_t,P_t_PVM,sample
2020-04-01,9000.509765625,7654.233373545276,1346.2763920797242,0.17588650964481345,81.64067690863328,91.99751857212442,train
2020-05-01,9555.5302734375,6836.552794210577,2718.9774792269227,0.39771176513541207,95.40192257932252,80.10595471020919,train
2020-06-01,10156.849609375,7932.780942482913,2224.068666892087,0.2803643114587211,105.44889204642352,96.04844785712498,train
2020-07-01,10905.8798828125,8584.186789392792,2321.693093419708,0.27046162325924117,112.5423127753394,105.52187112817356,train
2020-08-01,12110.7001953125,8928.963775667231,3181.736419645269,0.3563388204481217,117.79194569775537,110.53597768031527,train
2020-09-01,11418.0595703125,9485.540373468853,1932.5191968436466,0.20373316867101443,133.69034033437734,118.63029509970498,train
2020-10-01,11052.9501953125,10422.305872437848,630.6443228746521,0.06050909756375633,124.09403926346984,132.25371607381246,train
2020-11-01,12268.3203125,9851.860021308055,2416.4602911919446,0.24527960059983722,120.5024131557771,123.95769750627615,train
2020-12-01,12888.2802734375,10919.013457938063,1969.2668154994371,0.180352082455562,136.68071437633336,139.47735587027117,train
2021-01-01,12925.3798828125,10839.192758417008,2086.187124395492,0.19246701953662515,140.7878697647267,138.31652000129446,train
2021-02-01,12909.4404296875,11208.779355401259,1700.6610742862413,0.15172580531409352,144.143988548958,143.69143378990626,train
2021-03-01,13091.4404296875,11433.366615138997,1658.073814548503,0.1450206111953969,146.85679329944256,146.95761597551822,train
2021-04-01,13860.759765625,11536.225548556124,2324.5342170688764,0.2014986797271674,151.14969312944334,148.45349787171472,train
2021-05-01,13686.509765625,12227.565671926039,1458.9440936989613,0.11931598920369191,158.393782431338,158.5076870442725,train
2021-06-01,14554.7998046875,12353.346237901684,2201.4535667858163,0.1782070642553082,156.96400316047067,160.33691922941773,train
2021-07-01,14959.900390625,12238.539726382114,2721.360664242886,0.22235991589556736,166.13921385652878,158.66728319059987,train
2021-08-01,15582.509765625,12968.967429294446,2613.5423363305545,0.2015227773976096,173.6394778870735,169.2899247149483,train
2021-09-01,14689.6201171875,13324.597263038762,1365.0228541487377,0.10244383580246641,184.3147237967042,174.46186469499986,train
2021-10-01,15850.4697265625,14032.55069132495,1817.91903523755,0.12955014916578245,174.60360940514488,184.75766187606638,train
2021-11-01,16135.919921875,13648.69484826486,2487.2250736101396,0.18223171528568072,185.20582954022055,179.1752298275611,train
2021-12-01,16320.080078125,12482.089587369319,3837.990490755681,0.3074798064772233,184.85937792363288,162.2092393024185,train
2022-01-01,14930.0498046875,13897.382741620953,1032.6670630665467,0.07430658579862204,194.93393687089943,182.7919085652845,test
2022-02-01,14237.8095703125,13923.761676182106,314.0478941303936,0.022554816825657298,182.1468116843901,183.1755385460754,test
